"event_type","source_timestamp_utc","amount","numerator","denominator","split_ratio"
"dividends","2014-05-13T01:00:00.0000000+00:00","2,462",,,
"dividends","2016-05-04T01:00:00.0000000+00:00","0,348429",,,
"dividends","2017-05-03T01:00:00.0000000+00:00","0,201429",,,
"dividends","2018-05-03T01:00:00.0000000+00:00","0,245714",,,
