symbol,source_timestamp,source_timestamp_utc,session_date,boundary_status,action_type,amount,numerator,denominator,split_ratio,raw_event_json
DIA,1058535000,2003-07-18T13:30:00+00:00,2003-07-18,IN_SCOPE,DIVIDEND,0.128,,,,"{""amount"":0.128,""date"":1058535000}"
DIA,1060954200,2003-08-15T13:30:00+00:00,2003-08-15,IN_SCOPE,DIVIDEND,0.124,,,,"{""amount"":0.124,""date"":1060954200}"
DIA,1063978200,2003-09-19T13:30:00+00:00,2003-09-19,IN_SCOPE,DIVIDEND,0.196,,,,"{""amount"":0.196,""date"":1063978200}"
DIA,1066397400,2003-10-17T13:30:00+00:00,2003-10-17,IN_SCOPE,DIVIDEND,0.124,,,,"{""amount"":0.124,""date"":1066397400}"
DIA,1069425000,2003-11-21T14:30:00+00:00,2003-11-21,IN_SCOPE,DIVIDEND,0.31,,,,"{""amount"":0.31,""date"":1069425000}"
DIA,1071844200,2003-12-19T14:30:00+00:00,2003-12-19,IN_SCOPE,DIVIDEND,0.147,,,,"{""amount"":0.147,""date"":1071844200}"
DIA,1074263400,2004-01-16T14:30:00+00:00,2004-01-16,IN_SCOPE,DIVIDEND,0.069,,,,"{""amount"":0.069,""date"":1074263400}"
DIA,1077287400,2004-02-20T14:30:00+00:00,2004-02-20,IN_SCOPE,DIVIDEND,0.268,,,,"{""amount"":0.268,""date"":1077287400}"
DIA,1079706600,2004-03-19T14:30:00+00:00,2004-03-19,IN_SCOPE,DIVIDEND,0.118,,,,"{""amount"":0.118,""date"":1079706600}"
DIA,1082122200,2004-04-16T13:30:00+00:00,2004-04-16,IN_SCOPE,DIVIDEND,0.059,,,,"{""amount"":0.059,""date"":1082122200}"
DIA,1085146200,2004-05-21T13:30:00+00:00,2004-05-21,IN_SCOPE,DIVIDEND,0.298,,,,"{""amount"":0.298,""date"":1085146200}"
DIA,1087565400,2004-06-18T13:30:00+00:00,2004-06-18,IN_SCOPE,DIVIDEND,0.095,,,,"{""amount"":0.095,""date"":1087565400}"
DIA,1089984600,2004-07-16T13:30:00+00:00,2004-07-16,IN_SCOPE,DIVIDEND,0.085,,,,"{""amount"":0.085,""date"":1089984600}"
DIA,1093008600,2004-08-20T13:30:00+00:00,2004-08-20,IN_SCOPE,DIVIDEND,0.295,,,,"{""amount"":0.295,""date"":1093008600}"
DIA,1095427800,2004-09-17T13:30:00+00:00,2004-09-17,IN_SCOPE,DIVIDEND,0.11,,,,"{""amount"":0.11,""date"":1095427800}"
DIA,1098106200,2004-10-18T13:30:00+00:00,2004-10-18,IN_SCOPE,DIVIDEND,0.086,,,,"{""amount"":0.086,""date"":1098106200}"
DIA,1100529000,2004-11-15T14:30:00+00:00,2004-11-15,IN_SCOPE,DIVIDEND,0.221,,,,"{""amount"":0.221,""date"":1100529000}"
DIA,1100874600,2004-11-19T14:30:00+00:00,2004-11-19,IN_SCOPE,DIVIDEND,0.336,,,,"{""amount"":0.336,""date"":1100874600}"
DIA,1103293800,2004-12-17T14:30:00+00:00,2004-12-17,IN_SCOPE,DIVIDEND,0.165,,,,"{""amount"":0.165,""date"":1103293800}"
DIA,1106317800,2005-01-21T14:30:00+00:00,2005-01-21,IN_SCOPE,DIVIDEND,0.098,,,,"{""amount"":0.098,""date"":1106317800}"
DIA,1108737000,2005-02-18T14:30:00+00:00,2005-02-18,IN_SCOPE,DIVIDEND,0.238,,,,"{""amount"":0.238,""date"":1108737000}"
DIA,1111156200,2005-03-18T14:30:00+00:00,2005-03-18,IN_SCOPE,DIVIDEND,0.168,,,,"{""amount"":0.168,""date"":1111156200}"
DIA,1113571800,2005-04-15T13:30:00+00:00,2005-04-15,IN_SCOPE,DIVIDEND,0.074,,,,"{""amount"":0.074,""date"":1113571800}"
DIA,1116595800,2005-05-20T13:30:00+00:00,2005-05-20,IN_SCOPE,DIVIDEND,0.335,,,,"{""amount"":0.335,""date"":1116595800}"
DIA,1119015000,2005-06-17T13:30:00+00:00,2005-06-17,IN_SCOPE,DIVIDEND,0.114,,,,"{""amount"":0.114,""date"":1119015000}"
DIA,1121434200,2005-07-15T13:30:00+00:00,2005-07-15,IN_SCOPE,DIVIDEND,0.094,,,,"{""amount"":0.094,""date"":1121434200}"
DIA,1124458200,2005-08-19T13:30:00+00:00,2005-08-19,IN_SCOPE,DIVIDEND,0.309,,,,"{""amount"":0.309,""date"":1124458200}"
DIA,1126877400,2005-09-16T13:30:00+00:00,2005-09-16,IN_SCOPE,DIVIDEND,0.155,,,,"{""amount"":0.155,""date"":1126877400}"
DIA,1129901400,2005-10-21T13:30:00+00:00,2005-10-21,IN_SCOPE,DIVIDEND,0.138,,,,"{""amount"":0.138,""date"":1129901400}"
DIA,1132324200,2005-11-18T14:30:00+00:00,2005-11-18,IN_SCOPE,DIVIDEND,0.278,,,,"{""amount"":0.278,""date"":1132324200}"
DIA,1134743400,2005-12-16T14:30:00+00:00,2005-12-16,IN_SCOPE,DIVIDEND,0.244,,,,"{""amount"":0.244,""date"":1134743400}"
DIA,1137767400,2006-01-20T14:30:00+00:00,2006-01-20,IN_SCOPE,DIVIDEND,0.12,,,,"{""amount"":0.12,""date"":1137767400}"
DIA,1140186600,2006-02-17T14:30:00+00:00,2006-02-17,IN_SCOPE,DIVIDEND,0.204,,,,"{""amount"":0.204,""date"":1140186600}"
DIA,1142605800,2006-03-17T14:30:00+00:00,2006-03-17,IN_SCOPE,DIVIDEND,0.249,,,,"{""amount"":0.249,""date"":1142605800}"
DIA,1145626200,2006-04-21T13:30:00+00:00,2006-04-21,IN_SCOPE,DIVIDEND,0.121,,,,"{""amount"":0.121,""date"":1145626200}"
DIA,1148045400,2006-05-19T13:30:00+00:00,2006-05-19,IN_SCOPE,DIVIDEND,0.279,,,,"{""amount"":0.279,""date"":1148045400}"
DIA,1150464600,2006-06-16T13:30:00+00:00,2006-06-16,IN_SCOPE,DIVIDEND,0.164,,,,"{""amount"":0.164,""date"":1150464600}"
DIA,1153488600,2006-07-21T13:30:00+00:00,2006-07-21,IN_SCOPE,DIVIDEND,0.149,,,,"{""amount"":0.149,""date"":1153488600}"
DIA,1155907800,2006-08-18T13:30:00+00:00,2006-08-18,IN_SCOPE,DIVIDEND,0.246,,,,"{""amount"":0.246,""date"":1155907800}"
DIA,1158327000,2006-09-15T13:30:00+00:00,2006-09-15,IN_SCOPE,DIVIDEND,0.207,,,,"{""amount"":0.207,""date"":1158327000}"
DIA,1161351000,2006-10-20T13:30:00+00:00,2006-10-20,IN_SCOPE,DIVIDEND,0.147,,,,"{""amount"":0.147,""date"":1161351000}"
DIA,1163773800,2006-11-17T14:30:00+00:00,2006-11-17,IN_SCOPE,DIVIDEND,0.319,,,,"{""amount"":0.319,""date"":1163773800}"
DIA,1166193000,2006-12-15T14:30:00+00:00,2006-12-15,IN_SCOPE,DIVIDEND,0.33,,,,"{""amount"":0.33,""date"":1166193000}"
DIA,1169217000,2007-01-19T14:30:00+00:00,2007-01-19,IN_SCOPE,DIVIDEND,0.08,,,,"{""amount"":0.08,""date"":1169217000}"
DIA,1171636200,2007-02-16T14:30:00+00:00,2007-02-16,IN_SCOPE,DIVIDEND,0.23,,,,"{""amount"":0.23,""date"":1171636200}"
DIA,1174051800,2007-03-16T13:30:00+00:00,2007-03-16,IN_SCOPE,DIVIDEND,0.277,,,,"{""amount"":0.277,""date"":1174051800}"
DIA,1177075800,2007-04-20T13:30:00+00:00,2007-04-20,IN_SCOPE,DIVIDEND,0.106,,,,"{""amount"":0.106,""date"":1177075800}"
DIA,1179495000,2007-05-18T13:30:00+00:00,2007-05-18,IN_SCOPE,DIVIDEND,0.354,,,,"{""amount"":0.354,""date"":1179495000}"
DIA,1181914200,2007-06-15T13:30:00+00:00,2007-06-15,IN_SCOPE,DIVIDEND,0.169,,,,"{""amount"":0.169,""date"":1181914200}"
DIA,1184938200,2007-07-20T13:30:00+00:00,2007-07-20,IN_SCOPE,DIVIDEND,0.164,,,,"{""amount"":0.164,""date"":1184938200}"
DIA,1187357400,2007-08-17T13:30:00+00:00,2007-08-17,IN_SCOPE,DIVIDEND,0.285,,,,"{""amount"":0.285,""date"":1187357400}"
DIA,1190381400,2007-09-21T13:30:00+00:00,2007-09-21,IN_SCOPE,DIVIDEND,0.237,,,,"{""amount"":0.237,""date"":1190381400}"
DIA,1192800600,2007-10-19T13:30:00+00:00,2007-10-19,IN_SCOPE,DIVIDEND,0.153,,,,"{""amount"":0.153,""date"":1192800600}"
DIA,1195223400,2007-11-16T14:30:00+00:00,2007-11-16,IN_SCOPE,DIVIDEND,0.378,,,,"{""amount"":0.378,""date"":1195223400}"
DIA,1198247400,2007-12-21T14:30:00+00:00,2007-12-21,IN_SCOPE,DIVIDEND,0.321,,,,"{""amount"":0.321,""date"":1198247400}"
DIA,1200666600,2008-01-18T14:30:00+00:00,2008-01-18,IN_SCOPE,DIVIDEND,0.14,,,,"{""amount"":0.14,""date"":1200666600}"
DIA,1203085800,2008-02-15T14:30:00+00:00,2008-02-15,IN_SCOPE,DIVIDEND,0.235,,,,"{""amount"":0.235,""date"":1203085800}"
DIA,1206019800,2008-03-20T13:30:00+00:00,2008-03-20,IN_SCOPE,DIVIDEND,0.296,,,,"{""amount"":0.296,""date"":1206019800}"
DIA,1208525400,2008-04-18T13:30:00+00:00,2008-04-18,IN_SCOPE,DIVIDEND,0.156,,,,"{""amount"":0.156,""date"":1208525400}"
DIA,1210944600,2008-05-16T13:30:00+00:00,2008-05-16,IN_SCOPE,DIVIDEND,0.328,,,,"{""amount"":0.328,""date"":1210944600}"
DIA,1213968600,2008-06-20T13:30:00+00:00,2008-06-20,IN_SCOPE,DIVIDEND,0.269,,,,"{""amount"":0.269,""date"":1213968600}"
DIA,1216387800,2008-07-18T13:30:00+00:00,2008-07-18,IN_SCOPE,DIVIDEND,0.165,,,,"{""amount"":0.165,""date"":1216387800}"
DIA,1218807000,2008-08-15T13:30:00+00:00,2008-08-15,IN_SCOPE,DIVIDEND,0.247,,,,"{""amount"":0.247,""date"":1218807000}"
DIA,1221831000,2008-09-19T13:30:00+00:00,2008-09-19,IN_SCOPE,DIVIDEND,0.334,,,,"{""amount"":0.334,""date"":1221831000}"
DIA,1224250200,2008-10-17T13:30:00+00:00,2008-10-17,IN_SCOPE,DIVIDEND,0.156,,,,"{""amount"":0.156,""date"":1224250200}"
DIA,1227277800,2008-11-21T14:30:00+00:00,2008-11-21,IN_SCOPE,DIVIDEND,0.343,,,,"{""amount"":0.343,""date"":1227277800}"
DIA,1229697000,2008-12-19T14:30:00+00:00,2008-12-19,IN_SCOPE,DIVIDEND,0.266,,,,"{""amount"":0.266,""date"":1229697000}"
DIA,1232116200,2009-01-16T14:30:00+00:00,2009-01-16,IN_SCOPE,DIVIDEND,0.141,,,,"{""amount"":0.141,""date"":1232116200}"
DIA,1235140200,2009-02-20T14:30:00+00:00,2009-02-20,IN_SCOPE,DIVIDEND,0.365,,,,"{""amount"":0.365,""date"":1235140200}"
DIA,1237555800,2009-03-20T13:30:00+00:00,2009-03-20,IN_SCOPE,DIVIDEND,0.177,,,,"{""amount"":0.177,""date"":1237555800}"
DIA,1239975000,2009-04-17T13:30:00+00:00,2009-04-17,IN_SCOPE,DIVIDEND,0.134,,,,"{""amount"":0.134,""date"":1239975000}"
DIA,1242394200,2009-05-15T13:30:00+00:00,2009-05-15,IN_SCOPE,DIVIDEND,0.246,,,,"{""amount"":0.246,""date"":1242394200}"
DIA,1245418200,2009-06-19T13:30:00+00:00,2009-06-19,IN_SCOPE,DIVIDEND,0.283,,,,"{""amount"":0.283,""date"":1245418200}"
DIA,1247837400,2009-07-17T13:30:00+00:00,2009-07-17,IN_SCOPE,DIVIDEND,0.126,,,,"{""amount"":0.126,""date"":1247837400}"
DIA,1250861400,2009-08-21T13:30:00+00:00,2009-08-21,IN_SCOPE,DIVIDEND,0.329,,,,"{""amount"":0.329,""date"":1250861400}"
DIA,1253280600,2009-09-18T13:30:00+00:00,2009-09-18,IN_SCOPE,DIVIDEND,0.175,,,,"{""amount"":0.175,""date"":1253280600}"
DIA,1255699800,2009-10-16T13:30:00+00:00,2009-10-16,IN_SCOPE,DIVIDEND,0.094,,,,"{""amount"":0.094,""date"":1255699800}"
DIA,1258727400,2009-11-20T14:30:00+00:00,2009-11-20,IN_SCOPE,DIVIDEND,0.338,,,,"{""amount"":0.338,""date"":1258727400}"
DIA,1261146600,2009-12-18T14:30:00+00:00,2009-12-18,IN_SCOPE,DIVIDEND,0.4,,,,"{""amount"":0.4,""date"":1261146600}"
DIA,1266589800,2010-02-19T14:30:00+00:00,2010-02-19,IN_SCOPE,DIVIDEND,0.265,,,,"{""amount"":0.265,""date"":1266589800}"
DIA,1269005400,2010-03-19T13:30:00+00:00,2010-03-19,IN_SCOPE,DIVIDEND,0.207,,,,"{""amount"":0.207,""date"":1269005400}"
DIA,1271424600,2010-04-16T13:30:00+00:00,2010-04-16,IN_SCOPE,DIVIDEND,0.091,,,,"{""amount"":0.091,""date"":1271424600}"
DIA,1274448600,2010-05-21T13:30:00+00:00,2010-05-21,IN_SCOPE,DIVIDEND,0.381,,,,"{""amount"":0.381,""date"":1274448600}"
DIA,1276867800,2010-06-18T13:30:00+00:00,2010-06-18,IN_SCOPE,DIVIDEND,0.19,,,,"{""amount"":0.19,""date"":1276867800}"
DIA,1279287000,2010-07-16T13:30:00+00:00,2010-07-16,IN_SCOPE,DIVIDEND,0.093,,,,"{""amount"":0.093,""date"":1279287000}"
DIA,1282311000,2010-08-20T13:30:00+00:00,2010-08-20,IN_SCOPE,DIVIDEND,0.384,,,,"{""amount"":0.384,""date"":1282311000}"
DIA,1284730200,2010-09-17T13:30:00+00:00,2010-09-17,IN_SCOPE,DIVIDEND,0.191,,,,"{""amount"":0.191,""date"":1284730200}"
DIA,1287149400,2010-10-15T13:30:00+00:00,2010-10-15,IN_SCOPE,DIVIDEND,0.093,,,,"{""amount"":0.093,""date"":1287149400}"
DIA,1290177000,2010-11-19T14:30:00+00:00,2010-11-19,IN_SCOPE,DIVIDEND,0.361,,,,"{""amount"":0.361,""date"":1290177000}"
DIA,1292596200,2010-12-17T14:30:00+00:00,2010-12-17,IN_SCOPE,DIVIDEND,0.263,,,,"{""amount"":0.263,""date"":1292596200}"
DIA,1293633000,2010-12-29T14:30:00+00:00,2010-12-29,IN_SCOPE,DIVIDEND,0.248,,,,"{""amount"":0.248,""date"":1293633000}"
DIA,1295620200,2011-01-21T14:30:00+00:00,2011-01-21,IN_SCOPE,DIVIDEND,0.144,,,,"{""amount"":0.144,""date"":1295620200}"
DIA,1298039400,2011-02-18T14:30:00+00:00,2011-02-18,IN_SCOPE,DIVIDEND,0.3,,,,"{""amount"":0.3,""date"":1298039400}"
DIA,1300455000,2011-03-18T13:30:00+00:00,2011-03-18,IN_SCOPE,DIVIDEND,0.226,,,,"{""amount"":0.226,""date"":1300455000}"
DIA,1302874200,2011-04-15T13:30:00+00:00,2011-04-15,IN_SCOPE,DIVIDEND,0.112,,,,"{""amount"":0.112,""date"":1302874200}"
DIA,1305898200,2011-05-20T13:30:00+00:00,2011-05-20,IN_SCOPE,DIVIDEND,0.415,,,,"{""amount"":0.415,""date"":1305898200}"
DIA,1308317400,2011-06-17T13:30:00+00:00,2011-06-17,IN_SCOPE,DIVIDEND,0.208,,,,"{""amount"":0.208,""date"":1308317400}"
DIA,1310736600,2011-07-15T13:30:00+00:00,2011-07-15,IN_SCOPE,DIVIDEND,0.112,,,,"{""amount"":0.112,""date"":1310736600}"
DIA,1313760600,2011-08-19T13:30:00+00:00,2011-08-19,IN_SCOPE,DIVIDEND,0.419,,,,"{""amount"":0.419,""date"":1313760600}"
DIA,1316179800,2011-09-16T13:30:00+00:00,2011-09-16,IN_SCOPE,DIVIDEND,0.21,,,,"{""amount"":0.21,""date"":1316179800}"
DIA,1319203800,2011-10-21T13:30:00+00:00,2011-10-21,IN_SCOPE,DIVIDEND,0.185,,,,"{""amount"":0.185,""date"":1319203800}"
DIA,1321626600,2011-11-18T14:30:00+00:00,2011-11-18,IN_SCOPE,DIVIDEND,0.285,,,,"{""amount"":0.285,""date"":1321626600}"
DIA,1324045800,2011-12-16T14:30:00+00:00,2011-12-16,IN_SCOPE,DIVIDEND,0.356,,,,"{""amount"":0.356,""date"":1324045800}"
DIA,1327069800,2012-01-20T14:30:00+00:00,2012-01-20,IN_SCOPE,DIVIDEND,0.167,,,,"{""amount"":0.167,""date"":1327069800}"
DIA,1329489000,2012-02-17T14:30:00+00:00,2012-02-17,IN_SCOPE,DIVIDEND,0.332,,,,"{""amount"":0.332,""date"":1329489000}"
DIA,1331904600,2012-03-16T13:30:00+00:00,2012-03-16,IN_SCOPE,DIVIDEND,0.255,,,,"{""amount"":0.255,""date"":1331904600}"
DIA,1334928600,2012-04-20T13:30:00+00:00,2012-04-20,IN_SCOPE,DIVIDEND,0.149,,,,"{""amount"":0.149,""date"":1334928600}"
DIA,1337347800,2012-05-18T13:30:00+00:00,2012-05-18,IN_SCOPE,DIVIDEND,0.426,,,,"{""amount"":0.426,""date"":1337347800}"
DIA,1339767000,2012-06-15T13:30:00+00:00,2012-06-15,IN_SCOPE,DIVIDEND,0.22,,,,"{""amount"":0.22,""date"":1339767000}"
DIA,1342791000,2012-07-20T13:30:00+00:00,2012-07-20,IN_SCOPE,DIVIDEND,0.21,,,,"{""amount"":0.21,""date"":1342791000}"
DIA,1345210200,2012-08-17T13:30:00+00:00,2012-08-17,IN_SCOPE,DIVIDEND,0.349,,,,"{""amount"":0.349,""date"":1345210200}"
DIA,1348234200,2012-09-21T13:30:00+00:00,2012-09-21,IN_SCOPE,DIVIDEND,0.281,,,,"{""amount"":0.281,""date"":1348234200}"
DIA,1350653400,2012-10-19T13:30:00+00:00,2012-10-19,IN_SCOPE,DIVIDEND,0.187,,,,"{""amount"":0.187,""date"":1350653400}"
DIA,1353076200,2012-11-16T14:30:00+00:00,2012-11-16,IN_SCOPE,DIVIDEND,0.323,,,,"{""amount"":0.323,""date"":1353076200}"
DIA,1356100200,2012-12-21T14:30:00+00:00,2012-12-21,IN_SCOPE,DIVIDEND,0.413,,,,"{""amount"":0.413,""date"":1356100200}"
DIA,1358519400,2013-01-18T14:30:00+00:00,2013-01-18,IN_SCOPE,DIVIDEND,0.145,,,,"{""amount"":0.145,""date"":1358519400}"
DIA,1360938600,2013-02-15T14:30:00+00:00,2013-02-15,IN_SCOPE,DIVIDEND,0.357,,,,"{""amount"":0.357,""date"":1360938600}"
DIA,1363354200,2013-03-15T13:30:00+00:00,2013-03-15,IN_SCOPE,DIVIDEND,0.302,,,,"{""amount"":0.302,""date"":1363354200}"
DIA,1366378200,2013-04-19T13:30:00+00:00,2013-04-19,IN_SCOPE,DIVIDEND,0.141,,,,"{""amount"":0.141,""date"":1366378200}"
DIA,1368797400,2013-05-17T13:30:00+00:00,2013-05-17,IN_SCOPE,DIVIDEND,0.429,,,,"{""amount"":0.429,""date"":1368797400}"
DIA,1371821400,2013-06-21T13:30:00+00:00,2013-06-21,IN_SCOPE,DIVIDEND,0.304,,,,"{""amount"":0.304,""date"":1371821400}"
DIA,1374240600,2013-07-19T13:30:00+00:00,2013-07-19,IN_SCOPE,DIVIDEND,0.206,,,,"{""amount"":0.206,""date"":1374240600}"
DIA,1376659800,2013-08-16T13:30:00+00:00,2013-08-16,IN_SCOPE,DIVIDEND,0.383,,,,"{""amount"":0.383,""date"":1376659800}"
DIA,1379683800,2013-09-20T13:30:00+00:00,2013-09-20,IN_SCOPE,DIVIDEND,0.304,,,,"{""amount"":0.304,""date"":1379683800}"
DIA,1382103000,2013-10-18T13:30:00+00:00,2013-10-18,IN_SCOPE,DIVIDEND,0.17,,,,"{""amount"":0.17,""date"":1382103000}"
DIA,1384525800,2013-11-15T14:30:00+00:00,2013-11-15,IN_SCOPE,DIVIDEND,0.298,,,,"{""amount"":0.298,""date"":1384525800}"
DIA,1387549800,2013-12-20T14:30:00+00:00,2013-12-20,IN_SCOPE,DIVIDEND,0.395,,,,"{""amount"":0.395,""date"":1387549800}"
DIA,1389969000,2014-01-17T14:30:00+00:00,2014-01-17,IN_SCOPE,DIVIDEND,0.133,,,,"{""amount"":0.133,""date"":1389969000}"
DIA,1392993000,2014-02-21T14:30:00+00:00,2014-02-21,IN_SCOPE,DIVIDEND,0.435,,,,"{""amount"":0.435,""date"":1392993000}"
DIA,1395408600,2014-03-21T13:30:00+00:00,2014-03-21,IN_SCOPE,DIVIDEND,0.282,,,,"{""amount"":0.282,""date"":1395408600}"
DIA,1397741400,2014-04-17T13:30:00+00:00,2014-04-17,IN_SCOPE,DIVIDEND,0.132,,,,"{""amount"":0.132,""date"":1397741400}"
DIA,1400247000,2014-05-16T13:30:00+00:00,2014-05-16,IN_SCOPE,DIVIDEND,0.421,,,,"{""amount"":0.421,""date"":1400247000}"
DIA,1403271000,2014-06-20T13:30:00+00:00,2014-06-20,IN_SCOPE,DIVIDEND,0.326,,,,"{""amount"":0.326,""date"":1403271000}"
DIA,1405690200,2014-07-18T13:30:00+00:00,2014-07-18,IN_SCOPE,DIVIDEND,0.182,,,,"{""amount"":0.182,""date"":1405690200}"
DIA,1408109400,2014-08-15T13:30:00+00:00,2014-08-15,IN_SCOPE,DIVIDEND,0.296,,,,"{""amount"":0.296,""date"":1408109400}"
DIA,1411133400,2014-09-19T13:30:00+00:00,2014-09-19,IN_SCOPE,DIVIDEND,0.413,,,,"{""amount"":0.413,""date"":1411133400}"
DIA,1416580200,2014-11-21T14:30:00+00:00,2014-11-21,IN_SCOPE,DIVIDEND,0.448,,,,"{""amount"":0.448,""date"":1416580200}"
DIA,1418999400,2014-12-19T14:30:00+00:00,2014-12-19,IN_SCOPE,DIVIDEND,0.383,,,,"{""amount"":0.383,""date"":1418999400}"
DIA,1421418600,2015-01-16T14:30:00+00:00,2015-01-16,IN_SCOPE,DIVIDEND,0.148,,,,"{""amount"":0.148,""date"":1421418600}"
DIA,1424442600,2015-02-20T14:30:00+00:00,2015-02-20,IN_SCOPE,DIVIDEND,0.49,,,,"{""amount"":0.49,""date"":1424442600}"
DIA,1426858200,2015-03-20T13:30:00+00:00,2015-03-20,IN_SCOPE,DIVIDEND,0.311,,,,"{""amount"":0.311,""date"":1426858200}"
DIA,1429277400,2015-04-17T13:30:00+00:00,2015-04-17,IN_SCOPE,DIVIDEND,0.118,,,,"{""amount"":0.118,""date"":1429277400}"
DIA,1431696600,2015-05-15T13:30:00+00:00,2015-05-15,IN_SCOPE,DIVIDEND,0.403,,,,"{""amount"":0.403,""date"":1431696600}"
DIA,1434720600,2015-06-19T13:30:00+00:00,2015-06-19,IN_SCOPE,DIVIDEND,0.48,,,,"{""amount"":0.48,""date"":1434720600}"
DIA,1437139800,2015-07-17T13:30:00+00:00,2015-07-17,IN_SCOPE,DIVIDEND,0.172,,,,"{""amount"":0.172,""date"":1437139800}"
DIA,1440163800,2015-08-21T13:30:00+00:00,2015-08-21,IN_SCOPE,DIVIDEND,0.55,,,,"{""amount"":0.55,""date"":1440163800}"
DIA,1442583000,2015-09-18T13:30:00+00:00,2015-09-18,IN_SCOPE,DIVIDEND,0.328,,,,"{""amount"":0.328,""date"":1442583000}"
DIA,1445002200,2015-10-16T13:30:00+00:00,2015-10-16,IN_SCOPE,DIVIDEND,0.08,,,,"{""amount"":0.08,""date"":1445002200}"
DIA,1448029800,2015-11-20T14:30:00+00:00,2015-11-20,IN_SCOPE,DIVIDEND,0.573,,,,"{""amount"":0.573,""date"":1448029800}"
DIA,1450449000,2015-12-18T14:30:00+00:00,2015-12-18,IN_SCOPE,DIVIDEND,0.408,,,,"{""amount"":0.408,""date"":1450449000}"
DIA,1452868200,2016-01-15T14:30:00+00:00,2016-01-15,IN_SCOPE,DIVIDEND,0.086,,,,"{""amount"":0.086,""date"":1452868200}"
DIA,1455892200,2016-02-19T14:30:00+00:00,2016-02-19,IN_SCOPE,DIVIDEND,0.613,,,,"{""amount"":0.613,""date"":1455892200}"
DIA,1458307800,2016-03-18T13:30:00+00:00,2016-03-18,IN_SCOPE,DIVIDEND,0.375,,,,"{""amount"":0.375,""date"":1458307800}"
DIA,1460727000,2016-04-15T13:30:00+00:00,2016-04-15,IN_SCOPE,DIVIDEND,0.13,,,,"{""amount"":0.13,""date"":1460727000}"
DIA,1463751000,2016-05-20T13:30:00+00:00,2016-05-20,IN_SCOPE,DIVIDEND,0.612,,,,"{""amount"":0.612,""date"":1463751000}"
DIA,1466170200,2016-06-17T13:30:00+00:00,2016-06-17,IN_SCOPE,DIVIDEND,0.355,,,,"{""amount"":0.355,""date"":1466170200}"
DIA,1468589400,2016-07-15T13:30:00+00:00,2016-07-15,IN_SCOPE,DIVIDEND,0.135,,,,"{""amount"":0.135,""date"":1468589400}"
DIA,1471613400,2016-08-19T13:30:00+00:00,2016-08-19,IN_SCOPE,DIVIDEND,0.656,,,,"{""amount"":0.656,""date"":1471613400}"
DIA,1474032600,2016-09-16T13:30:00+00:00,2016-09-16,IN_SCOPE,DIVIDEND,0.354,,,,"{""amount"":0.354,""date"":1474032600}"
DIA,1477056600,2016-10-21T13:30:00+00:00,2016-10-21,IN_SCOPE,DIVIDEND,0.18,,,,"{""amount"":0.18,""date"":1477056600}"
DIA,1479479400,2016-11-18T14:30:00+00:00,2016-11-18,IN_SCOPE,DIVIDEND,0.533,,,,"{""amount"":0.533,""date"":1479479400}"
DIA,1481898600,2016-12-16T14:30:00+00:00,2016-12-16,IN_SCOPE,DIVIDEND,0.432,,,,"{""amount"":0.432,""date"":1481898600}"
MDY,1048257000,2003-03-21T14:30:00+00:00,2003-03-21,IN_SCOPE,DIVIDEND,0.223,,,,"{""amount"":0.223,""date"":1048257000}"
MDY,1056115800,2003-06-20T13:30:00+00:00,2003-06-20,IN_SCOPE,DIVIDEND,0.198,,,,"{""amount"":0.198,""date"":1056115800}"
MDY,1063978200,2003-09-19T13:30:00+00:00,2003-09-19,IN_SCOPE,DIVIDEND,0.202,,,,"{""amount"":0.202,""date"":1063978200}"
MDY,1071844200,2003-12-19T14:30:00+00:00,2003-12-19,IN_SCOPE,DIVIDEND,0.236,,,,"{""amount"":0.236,""date"":1071844200}"
MDY,1079706600,2004-03-19T14:30:00+00:00,2004-03-19,IN_SCOPE,DIVIDEND,0.246,,,,"{""amount"":0.246,""date"":1079706600}"
MDY,1087565400,2004-06-18T13:30:00+00:00,2004-06-18,IN_SCOPE,DIVIDEND,0.269,,,,"{""amount"":0.269,""date"":1087565400}"
MDY,1095427800,2004-09-17T13:30:00+00:00,2004-09-17,IN_SCOPE,DIVIDEND,0.235,,,,"{""amount"":0.235,""date"":1095427800}"
MDY,1103293800,2004-12-17T14:30:00+00:00,2004-12-17,IN_SCOPE,DIVIDEND,0.306,,,,"{""amount"":0.306,""date"":1103293800}"
MDY,1111156200,2005-03-18T14:30:00+00:00,2005-03-18,IN_SCOPE,DIVIDEND,0.231,,,,"{""amount"":0.231,""date"":1111156200}"
MDY,1119015000,2005-06-17T13:30:00+00:00,2005-06-17,IN_SCOPE,DIVIDEND,0.487,,,,"{""amount"":0.487,""date"":1119015000}"
MDY,1126877400,2005-09-16T13:30:00+00:00,2005-09-16,IN_SCOPE,DIVIDEND,0.317,,,,"{""amount"":0.317,""date"":1126877400}"
MDY,1134743400,2005-12-16T14:30:00+00:00,2005-12-16,IN_SCOPE,DIVIDEND,0.364,,,,"{""amount"":0.364,""date"":1134743400}"
MDY,1142605800,2006-03-17T14:30:00+00:00,2006-03-17,IN_SCOPE,DIVIDEND,0.38,,,,"{""amount"":0.38,""date"":1142605800}"
MDY,1150464600,2006-06-16T13:30:00+00:00,2006-06-16,IN_SCOPE,DIVIDEND,0.405,,,,"{""amount"":0.405,""date"":1150464600}"
