beta_perm_h2,beta_perm_h3
-0.01860455451858807,-0.00805995184234284
-0.039587191011071665,-0.05693721708387564
0.015640445880821894,-0.029184167240940143
0.04139421942031579,0.02837245694164446
0.006062526478880864,0.006088786916482861
0.009683106952402695,-0.019774677023562462
-0.010839018443051308,0.02548924662171561
0.008180545632563698,0.020638231927732287
-0.002197147882518736,-0.04530683218150571
0.0019816834219904085,0.01500896930001732
0.003993355992900686,-0.0037793631323181885
-0.06345198754112029,-0.015461450402551289
0.0011418077709639415,-0.0024763099489262703
0.012881949751112171,0.009771641615916725
-0.10141201954601169,0.014715474220229723
0.009562306517266977,-0.0590155346975624
0.009392685825370522,-0.05941794934532778
0.045954554770142896,0.021206339822103765
0.017262745403814315,0.01420060688446817
-0.0014907905442959326,0.019995827885790664
0.025569147287509933,-0.05876928292812817
-0.0019128700518328068,0.03324692891442125
0.03520262973680564,0.021992439968339522
-0.012894855227797417,-0.04024151660713645
0.021360365023190494,-0.012656108866158538
-0.011383404427110888,-0.03465662115429343
0.021056216320602963,0.009844854272065474
0.026762800315074185,-0.030552410960047287
0.009247864519145197,0.016323461535772313
0.004522244598647187,0.013185476001951968
0.03272769527587085,0.05058713319557344
0.0354126045317132,0.014148998939867673
0.02992271484911699,-0.015435868495359783
-0.01173273198309424,-0.01192438651339051
0.001602784872008155,-0.04258022292469362
-0.011481949403776585,0.028550950762495544
-0.019756470759933024,0.0038364275055247712
-0.01952872601682808,-0.00016441909338158964
-0.03037779033514517,-0.00808499596877522
0.0402465896552524,0.005282576739490646
-0.005643010793582496,-0.03309310563396778
0.032791413075988776,0.017610628497851978
-0.007402256605481129,0.006216258976003856
0.01263885342656261,0.02014164491908426
0.021052547518272888,0.0037520761921238446
0.0001541088927731584,-0.01658053254414683
0.03293786982504599,-0.03296829276023073
-0.0022156720420909827,0.006245142122092588
-0.02032470501125156,0.0219470225823912
0.0012981232430640882,-0.045336331138362926
-0.0027960130134406136,0.04232391718264089
-0.013895235628517728,0.02182025498331202
0.028036131638657452,0.041867892673657855
-0.005643010793582496,-0.03309310563396778
-0.05572581801022707,-0.024970658326147054
0.018141287092172165,0.009824474337335694
0.058673778064103996,-0.06325904034258625
-0.0009765300203080897,-0.02334762506606563
0.027713609968069406,0.006608344960539102
0.06459871311587603,-0.03974650509109551
0.044197474082481356,-0.012438015140144115
-0.03129270644098151,0.04377077984325123
-0.011359063993077075,0.034473681624989705
0.020583052712311565,0.03181075311353118
-0.05211715000669002,-0.044078910792355264
-0.00909974914169174,0.06427476077571256
0.04706987025713536,0.04815832143423676
-0.00785575626487395,0.026850473796192084
0.0005947727712535141,-0.03474378568498512
-0.006754037418721055,0.0437868080742992
-0.011152033738021067,-0.028491515509957696
0.024804100558255188,-0.0064333892267038235
-0.0062225062755722005,-0.0340270547975777
-0.02906334532666202,-0.04301643381261154
0.004760385476514843,0.006817825027406375
-0.011375657489882235,0.053168640423352884
0.022273222888624242,-0.03648222292338034
-0.014641542072388995,0.0007083708418949147
0.003510868668033498,0.02419120801453243
0.0021398568834554033,7.526709107833277e-05
-0.013024631801442883,0.03641626679308299
-0.012379809921596159,0.0515390395768557
0.05052997951059432,-0.039845948359002514
-0.06951179065527265,0.017917611051137525
-0.026598061827095915,-0.04226125653676417
-0.05085858012274178,0.07550087793759931
-0.030668999972469448,-0.006823004926464194
-0.014230361312055313,0.02307324260139975
0.029691162800873482,-0.0022685600527305658
-0.01709101972783975,0.011818122792351005
0.023182998004017106,-0.009273042555706029
-0.03236359369755134,-0.04283724228235646
0.02884462344171093,-0.006054850418183471
-0.008398822395834952,-0.00467479619439249
-0.03181815938633646,0.021933100308857707
-0.004089244000222052,0.018259493002863586
0.013059480878966905,-0.02823266490342599
-0.013714309331632538,0.04337865446228817
-0.023082355460650367,-0.01658053254414683
0.04242219012906128,-0.05829246531824676
-0.034023682356807916,-0.01712509045070689
-0.0005593265530954916,-0.002788417400880247
-0.032735788147353596,-0.05227366133989552
0.01318080397882745,0.0034915089808504676
-0.003739909346192074,0.008305572823385086
0.02072117090101449,-0.003778292900159814
0.001670743432208238,0.021169571975894565
0.012720836050616281,0.015586177454495927
0.01318080397882745,0.0034915089808504676
-0.03486213445938297,-0.07539935722564275
-0.03544463265336025,-0.05926067196860911
-0.03426164160308248,-0.025058818817186003
0.02314357535515794,-0.05664852437433646
-0.014073191795473955,-0.05876928292812817
