feature_date,literal_target_end,literal_target_complete,literal_ic,literal_spread,literal_simple_spread,literal_turnover,literal_custo,literal_liquido,literal_simple_liquido,literal_w_XLB,literal_w_XLE,literal_w_XLF,literal_w_XLI,literal_w_XLK,literal_w_XLP,literal_w_XLU,literal_w_XLV,literal_w_XLY,literal_x_XLB,literal_x_XLE,literal_x_XLF,literal_x_XLI,literal_x_XLK,literal_x_XLP,literal_x_XLU,literal_x_XLV,literal_x_XLY,literal_y_XLB,literal_y_XLE,literal_y_XLF,literal_y_XLI,literal_y_XLK,literal_y_XLP,literal_y_XLU,literal_y_XLV,literal_y_XLY,spec_target_end,spec_target_complete,spec_ic,spec_spread,spec_simple_spread,spec_turnover,spec_custo,spec_liquido,spec_simple_liquido,spec_w_XLB,spec_w_XLE,spec_w_XLF,spec_w_XLI,spec_w_XLK,spec_w_XLP,spec_w_XLU,spec_w_XLV,spec_w_XLY,spec_x_XLB,spec_x_XLE,spec_x_XLF,spec_x_XLI,spec_x_XLK,spec_x_XLP,spec_x_XLU,spec_x_XLV,spec_x_XLY,spec_y_XLB,spec_y_XLE,spec_y_XLF,spec_y_XLI,spec_y_XLK,spec_y_XLP,spec_y_XLU,spec_y_XLV,spec_y_XLY,common_row_max_abs_difference
2019-03-29,2019-04-30,True,0.06666666666666667,-0.01518022313872944,-0.014790008891592633,2.0,0.002,-0.01718022313872944,-0.016790008891592635,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-0.003419308566670029,-0.006750017815728581,0.032871239083747256,0.025784678337119425,-0.022323831802028293,-0.025625415396757906,-0.009313148634613345,0.01612954352082014,-0.014439804157236499,0.03453181846068588,-0.00015133266156449135,0.08603885394629314,0.038948788754902874,0.06170493464360598,0.02811641504372818,0.009240222534580992,-0.027513953934932715,0.053193008495117454,2019-04-30,True,0.06666666666666667,-0.01518022313872944,-0.014790008891592633,2.0,0.002,-0.01718022313872944,-0.016790008891592635,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,-0.003419308566670029,-0.006750017815728581,0.032871239083747256,0.025784678337119425,-0.022323831802028293,-0.025625415396757906,-0.009313148634613345,0.01612954352082014,-0.014439804157236499,0.03453181846068588,-0.00015133266156449135,0.08603885394629314,0.038948788754902874,0.06170493464360598,0.02811641504372818,0.009240222534580992,-0.027513953934932715,0.053193008495117454,0.0
2019-04-30,2019-05-31,True,0.18333333333333335,0.03205645762027437,0.031125375948703418,2.0,0.002,0.03005645762027437,0.029125375948703416,0.0,0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.0035012072092885024,0.030094467278868074,-0.0575907330757052,-0.0017088833151074206,-0.005519436646856035,-0.00295134054542915,0.01050247995446978,0.06501273395089276,-0.00588960173040797,-0.08535128961606815,-0.11768853985137159,-0.07443755697025488,-0.07947651987851011,-0.09063306275810858,-0.03706724548141027,-0.00786583461296068,-0.022432239689465172,-0.0790853672862571,2019-05-31,True,0.18333333333333335,0.03205645762027437,0.031125375948703418,2.0,0.002,0.03005645762027437,0.029125375948703416,0.0,0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.0035012072092885024,0.030094467278868074,-0.0575907330757052,-0.0017088833151074206,-0.005519436646856035,-0.00295134054542915,0.01050247995446978,0.06501273395089276,-0.00588960173040797,-0.08535128961606815,-0.11768853985137159,-0.07443755697025488,-0.07947651987851011,-0.09063306275810858,-0.03706724548141027,-0.00786583461296068,-0.022432239689465172,-0.0790853672862571,0.0
2019-05-31,2019-06-28,True,0.3666666666666667,0.01566103595949038,0.016366167577630136,3.3333333333333335,0.0033333333333333335,0.012327702626157046,0.013032834244296802,-0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.00029602088981019355,0.018545490498382184,0.005056587681328925,0.007919731713108648,0.009289417956495918,0.006587936242489441,0.0015196609336287628,-0.030173473766577703,0.00516127496095515,0.10942594179176222,0.08979643381657634,0.06441705256425692,0.07622413013927709,0.08561156446933277,0.05087851306210537,0.031365934741058074,0.06385714401389475,0.07525528129875314,2019-06-28,True,0.3666666666666667,0.01566103595949038,0.016366167577630136,3.3333333333333335,0.0033333333333333335,0.012327702626157046,0.013032834244296802,-0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.00029602088981019355,0.018545490498382184,0.005056587681328925,0.007919731713108648,0.009289417956495918,0.006587936242489441,0.0015196609336287628,-0.030173473766577703,0.00516127496095515,0.10942594179176222,0.08979643381657634,0.06441705256425692,0.07622413013927709,0.08561156446933277,0.05087851306210537,0.031365934741058074,0.06385714401389475,0.07525528129875314,0.0
2019-06-28,2019-07-31,True,0.7666666666666667,0.03008887598358176,0.030361199540830622,1.9999999999999998,0.0019999999999999996,0.02808887598358176,0.028361199540830623,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,-0.05341741529737407,-0.03805333453505274,-0.003814964004393861,-0.009086149255645461,0.004588502424020656,0.0012741437443623423,-0.009849988465141072,-0.005960098656685359,-0.0021021927253356987,-0.002738878017281076,-0.01598005307834934,0.023277482860870707,0.005153133823419547,0.034383816303165525,0.023150301904041822,-0.0013425771705434337,-0.016324041427255687,0.012671001477364089,2019-07-31,True,0.7666666666666667,0.03008887598358176,0.030361199540830622,1.9999999999999998,0.0019999999999999996,0.02808887598358176,0.028361199540830623,-0.3333333333333333,-0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,-0.05341741529737407,-0.03805333453505274,-0.003814964004393861,-0.009086149255645461,0.004588502424020656,0.0012741437443623423,-0.009849988465141072,-0.005960098656685359,-0.0021021927253356987,-0.002738878017281076,-0.01598005307834934,0.023277482860870707,0.005153133823419547,0.034383816303165525,0.023150301904041822,-0.0013425771705434337,-0.016324041427255687,0.012671001477364089,0.0
2019-07-31,2019-08-30,True,0.35,0.01907257556314845,0.01913319747064809,3.9999999999999996,0.003999999999999999,0.01507257556314845,0.015133197470648091,0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.010648262849985513,0.0028544956490424624,-0.008822656557685958,0.00043061013961309593,-0.009775960821952881,-0.004777026117967981,0.012998480473035935,0.027042037935060596,0.00318753308475812,-0.028690150975271334,-0.08692411872076626,-0.04822382348932877,-0.026828085185162165,-0.015471222759040055,0.021473916578579902,0.049629578820581645,-0.005942830825653874,-0.009488099500369577,2019-08-30,True,0.35,0.01907257556314845,0.01913319747064809,3.9999999999999996,0.003999999999999999,0.01507257556314845,0.015133197470648091,0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.010648262849985513,0.0028544956490424624,-0.008822656557685958,0.00043061013961309593,-0.009775960821952881,-0.004777026117967981,0.012998480473035935,0.027042037935060596,0.00318753308475812,-0.028690150975271334,-0.08692411872076626,-0.04822382348932877,-0.026828085185162165,-0.015471222759040055,0.021473916578579902,0.049629578820581645,-0.005942830825653874,-0.009488099500369577,0.0
2019-08-30,2019-09-30,True,0.2833333333333333,0.014226339056763225,0.014606313866569237,2.6666666666666665,0.0026666666666666666,0.01155967239009656,0.011939647199902571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,0.010351800969512588,0.03460486313051933,0.012680307331406538,-0.0044365081958440584,0.0016661537987792351,-0.019496964029089833,-0.02704183789472567,-0.0010945312591842382,-0.01256001448115774,0.03130271613373539,0.03858849657980764,0.04441999270934796,0.029669491519914482,0.015606262787176136,0.017360985777731295,0.04163699675585558,-0.001056487891168096,0.012634205719014416,2019-09-30,True,0.2833333333333333,0.014226339056763225,0.014606313866569237,2.6666666666666665,0.0026666666666666666,0.01155967239009656,0.011939647199902571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,0.010351800969512588,0.03460486313051933,0.012680307331406538,-0.0044365081958440584,0.0016661537987792351,-0.019496964029089833,-0.02704183789472567,-0.0010945312591842382,-0.01256001448115774,0.03130271613373539,0.03858849657980764,0.04441999270934796,0.029669491519914482,0.015606262787176136,0.017360985777731295,0.04163699675585558,-0.001056487891168096,0.012634205719014416,0.0
2019-09-30,2019-10-31,True,0.5,0.028709760957344534,0.029203893144723617,3.9999999999999996,0.003999999999999999,0.024709760957344534,0.025203893144723617,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.024858219610617367,-0.03809917475434509,-0.03315749349118087,-0.017171433021528675,0.012632037381874354,0.0040809643778613,-0.0217283446749211,0.012203561901906294,0.014376933722029243,-0.00017194314095773586,-0.021168460441449814,0.024692748246968384,0.011272161942982554,0.03825065634830284,-0.0042420384331005034,-0.007597364186573596,0.04998907248406265,0.001241898704228959,2019-10-31,True,0.5,0.028709760957344534,0.029203893144723617,3.9999999999999996,0.003999999999999999,0.024709760957344534,0.025203893144723617,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.024858219610617367,-0.03809917475434509,-0.03315749349118087,-0.017171433021528675,0.012632037381874354,0.0040809643778613,-0.0217283446749211,0.012203561901906294,0.014376933722029243,-0.00017194314095773586,-0.021168460441449814,0.024692748246968384,0.011272161942982554,0.03825065634830284,-0.0042420384331005034,-0.007597364186573596,0.04998907248406265,0.001241898704228959,0.0
2019-10-31,2019-11-29,True,-0.7666666666666667,-0.0447144029960555,-0.04573789044169843,2.6666666666666665,0.0026666666666666666,-0.04738106966272217,-0.048404557108365096,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.006104581561260203,0.0029303333343015515,-0.017803173237173654,-0.0036724723892710993,0.005925678517484322,0.018567583444967575,0.019635258775938687,-0.03531208253812522,0.030285138116471426,0.031297783874152885,0.01591829464304162,0.0492877385410141,0.0439807279017615,0.052273048437662756,0.013641230805187268,-0.01885342045182505,0.04881515525712596,0.013152602358372826,2019-11-29,True,-0.7666666666666667,-0.0447144029960555,-0.04573789044169843,2.6666666666666665,0.0026666666666666666,-0.04738106966272217,-0.048404557108365096,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.006104581561260203,0.0029303333343015515,-0.017803173237173654,-0.0036724723892710993,0.005925678517484322,0.018567583444967575,0.019635258775938687,-0.03531208253812522,0.030285138116471426,0.031297783874152885,0.01591829464304162,0.0492877385410141,0.0439807279017615,0.052273048437662756,0.013641230805187268,-0.01885342045182505,0.04881515525712596,0.013152602358372826,0.0
2019-11-29,2019-12-31,True,-0.15,-0.006248743918429691,-0.006462433437439907,0.6666666666666666,0.0006666666666666666,-0.006915410585096358,-0.007129100104106574,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.009484465481922024,0.0031093406383273627,-0.013189724784879175,0.0015164368114999717,-0.003242502155211758,0.009796429746822686,0.03353079791650526,-0.02384209369581817,0.02601194053974913,0.02822195286532285,0.05851623009678585,0.025757977530204923,-0.0020131809298015208,0.0422986496496857,0.023840677631885257,0.03237555081929111,0.03416265102051334,0.027256817993938528,2019-12-31,True,-0.15,-0.006248743918429691,-0.006462433437439907,0.6666666666666666,0.0006666666666666666,-0.006915410585096358,-0.007129100104106574,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.009484465481922024,0.0031093406383273627,-0.013189724784879175,0.0015164368114999717,-0.003242502155211758,0.009796429746822686,0.03353079791650526,-0.02384209369581817,0.02601194053974913,0.02822195286532285,0.05851623009678585,0.025757977530204923,-0.0020131809298015208,0.0422986496496857,0.023840677631885257,0.03237555081929111,0.03416265102051334,0.027256817993938528,0.0
2019-12-31,2020-01-31,True,0.21666666666666667,0.015332307559208908,0.012433942214802422,2.6666666666666665,0.0026666666666666666,0.012665640892542242,0.009767275548135756,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.0035188155302008817,-0.04549672192447991,0.003818062099485371,0.030453923166368507,-0.0005831169567984023,-0.0019179736745139992,-0.014181597414585351,-0.01317676711827482,0.0004685602565615073,-0.06369233253264886,-0.11645153853891865,-0.027002009853722055,-0.004428546828241158,0.03914941975905895,0.0031707226394472356,0.06529266399809636,-0.02706618710625016,-0.0007975822874824955,2020-01-31,True,0.21666666666666667,0.015332307559208908,0.012433942214802422,2.6666666666666665,0.0026666666666666666,0.012665640892542242,0.009767275548135756,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.0035188155302008817,-0.04549672192447991,0.003818062099485371,0.030453923166368507,-0.0005831169567984023,-0.0019179736745139992,-0.014181597414585351,-0.01317676711827482,0.0004685602565615073,-0.06369233253264886,-0.11645153853891865,-0.027002009853722055,-0.004428546828241158,0.03914941975905895,0.0031707226394472356,0.06529266399809636,-0.02706618710625016,-0.0007975822874824955,0.0
