model,parameter,N,coefficient,hac_standard_error,t_statistic,one_sided_p_value,ci95_lower,ci95_upper,adjusted_r_squared
FULL_LAF_RV,intercept,8,0.05162488582886892,0.022610312054909355,2.2832451716498827,0.03562418389894647,-0.0064967716375498655,0.10974654329528771,-0.2816963209821848
FULL_LAF_RV,laf,8,0.01620172883243451,0.019928968505894328,0.8129737787303228,0.22659457277469747,-0.03502731561178563,0.06743077327665464,-0.2816963209821848
FULL_LAF_RV,rv,8,-0.4511591592478728,0.42050900229115873,-1.0728882301917808,0.8338249589177652,-1.5321119622590749,0.6297936437633294,-0.2816963209821848
RV_ONLY,intercept,8,0.04237897066897435,0.01836899647138441,2.30709231911461,0.030254710942643398,-0.002568344490496456,0.08732628582844515,-0.0837671317096973
RV_ONLY,rv,8,-0.2853367658564831,0.3436835075703453,-0.8302311852950355,0.780906277599214,-1.126300013573436,0.5556264818604699,-0.0837671317096973
